0:313388985::cycles
0:273574858::instructions
0:21977259::branch-instructions
0:463238::branch-misses
1:699472527::cycles
1:1101581413::instructions
1:202199013::branch-instructions
1:1827861::branch-misses
2:277249515::cycles
2:253613009::instructions
2:18520720::branch-instructions
2:344300::branch-misses
3:303658704::cycles
3:269853503::instructions
3:21280303::branch-instructions
3:439086::branch-misses
4:296988107::cycles
4:263877423::instructions
4:20068209::branch-instructions
4:430224::branch-misses
5:316445806::cycles
5:274017141::instructions
5:22035090::branch-instructions
5:526674::branch-misses
6:385576092::cycles
6:337477791::instructions
6:39379101::branch-instructions
6:1477465::branch-misses
7:284682778::cycles
7:250449142::instructions
7:18730003::branch-instructions
7:386150::branch-misses
8:305221576::cycles
8:268026358::instructions
8:23329045::branch-instructions
8:648338::branch-misses
9:298132277::cycles
9:259554408::instructions
9:18780016::branch-instructions
9:354786::branch-misses
10:277954445::cycles
10:251962470::instructions
10:19878676::branch-instructions
10:450331::branch-misses
11:306088290::cycles
11:267236404::instructions
11:20032597::branch-instructions
11:389769::branch-misses
12:281452930::cycles
12:249144218::instructions
12:18097743::branch-instructions
12:341405::branch-misses
13:285848423::cycles
13:253304136::instructions
13:21146281::branch-instructions
13:595396::branch-misses
14:293344991::cycles
14:253643980::instructions
14:18160620::branch-instructions
14:355973::branch-misses
15:306328240::cycles
15:274686052::instructions
15:21053128::branch-instructions
15:399536::branch-misses
16:311645608::cycles
16:265018639::instructions
16:21150534::branch-instructions
16:489773::branch-misses
17:368115215::cycles
17:374041825::instructions
17:44180971::branch-instructions
17:899506::branch-misses
18:314896045::cycles
18:279098228::instructions
18:23097743::branch-instructions
18:536657::branch-misses
19:336723003::cycles
19:308078423::instructions
19:29777106::branch-instructions
19:567856::branch-misses
20:285888889::cycles
20:256685354::instructions
20:19866089::branch-instructions
20:426352::branch-misses
21:1177662375::cycles
21:1191464342::instructions
21:220295182::branch-instructions
21:7380368::branch-misses
22:329605998::cycles
22:295418668::instructions
22:25126438::branch-instructions
22:601876::branch-misses
23:403086019::cycles
23:583083509::instructions
23:68438349::branch-instructions
23:641295::branch-misses
24:302369999::cycles
24:268271143::instructions
24:21080854::branch-instructions
24:448071::branch-misses
25:284253943::cycles
25:247268998::instructions
25:18093294::branch-instructions
25:390900::branch-misses
26:315647122::cycles
26:281905460::instructions
26:23824980::branch-instructions
26:574585::branch-misses
27:312237904::cycles
27:276844516::instructions
27:22484973::branch-instructions
27:494419::branch-misses
28:328491704::cycles
28:289251119::instructions
28:25442142::branch-instructions
28:702585::branch-misses
29:315685997::cycles
29:282343361::instructions
29:23325430::branch-instructions
29:554196::branch-misses
30:329999637::cycles
30:290068677::instructions
30:24608276::branch-instructions
30:624167::branch-misses
31:290412942::cycles
31:256492133::instructions
31:19101366::branch-instructions
31:399268::branch-misses
