0:2190387115::cycles
0:2362627999::instructions
0:79678780::branch-instructions
0:2134148::branch-misses
1:2589207340::cycles
1:2637818502::instructions
1:121146284::branch-instructions
1:3226527::branch-misses
2:2580587858::cycles
2:2636713172::instructions
2:120943952::branch-instructions
2:3177458::branch-misses
3:2586513673::cycles
3:2636969377::instructions
3:121046767::branch-instructions
3:3212384::branch-misses
4:2590294892::cycles
4:2638179439::instructions
4:121216845::branch-instructions
4:3229727::branch-misses
5:2589037114::cycles
5:2637802853::instructions
5:121140767::branch-instructions
5:3223856::branch-misses
6:2582356289::cycles
6:2635601717::instructions
6:120669284::branch-instructions
6:3200324::branch-misses
7:2587700947::cycles
7:2637701700::instructions
7:121121751::branch-instructions
7:3218812::branch-misses
